博主,博文,发布时间,转发数,评论数,点赞数
疯叶兔兔啪嗒啪嗒地唱歌歌中,我每天都在思考我怎么还可能对这两个人的喜欢多再一点，因为一个人的身体里怎么能涌现出如此之多的喜欢。但现实就是我好喜欢他们两个。这种感觉真是浪漫而又快乐。我喜欢我cp，喜欢他们两个人，我感觉到了一种宁静的幸福（？） ?,07月01日 01:57,0,0,3
一只小肥董_,求你减肥！！！//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,0,0
泡泡君鸭,什么给你带来快乐就选择什么好好工作   好好蹦迪这个夜我还可以继续熬?  2郑州 ?,07月01日 01:57,0,0,2
是大珍珠,夏目友人帐生日快乐纳兹咩 ?,07月01日 01:57,0,0,3
BvHS9-孟浩然ana,"钱很重要，可以帮我们完成很多人生的梦想。但是人生真正的快乐有时和钱并没有太多的关系。我希望每个人都能快乐的赚钱,潇洒的花钱。但是觉不能做钱的奴隶。 ?",07月01日 01:57,0,0,0
也就那回事2008_554,朱一龙#朱一龙0416生日快乐# #朱一龙吴邪# 我也很荣幸陪你走过这一段路。“她们很为我着想”这句话我能记上十年呢！ L吴邪的小泥巴_桃桃的微博视频 ?,07月01日 01:57,0,0,0
QALTP糖,多好的两个蓝孩子[大侦探皮卡丘微笑]确认过眼神，是一起去过密室逃脱的深厚友情你们都要快快乐乐的～嗨嗨皮皮的～（谁讲小话顺着网线给他拔掉）,07月01日 01:57,0,0,0
欧尼是个小仙女啊,作为一名中共党员，骄傲又自豪！祝我党98岁生日快乐！！,07月01日 01:57,0,0,1
我有一只柚子,#利特0701生日快乐#祝天使特生日快乐希望特哥回家不只对着狗说话，希望我回家不只对着SuJu傻笑 ?,07月01日 01:57,0,0,1
嗨我来抓人了,老公@安宰贤0701 生日快乐 ?,07月01日 01:57,0,0,0
sunningci,做人要真实 睡不着就要大声说出来七月一号开始真的要好好学习了(flag立下最后祝大家毕业都很快乐#毕业季# ?,07月01日 01:57,0,0,6
山己木,//@Grace_阿泽:是的//@ssong_ssong:喜欢禹智皓真的不是只为了自己快乐 而是觉得他身上能体现一个人梦想成为的样子 即使经历了很多不好的事情 他都没有停滞下来 做着自己喜欢的事 开了自己的公司 有了自己的名片 他不需要为了别人而活 他自己的人生已经有了很多很酷很厉害的经历 而我很乐意接着欣赏他创,07月01日 01:57,0,1,0
王丽娜1981的天使,忽然没来由地看了期非诚勿扰，听孟非说，两个人分手了，一点没有关系了，我们的情感关系结束了。蜗牛。可能是同事，也可能是同行，也可能没什么关系，就是，诶，逢年过节，中秋快乐，新年快乐，OK，我过我的生活，你过你的生活，我有我的朋友圈，我有我的新的感情开始了，这个叫放下了。还有种是，我死 ?  展开全文c,07月01日 01:57,0,0,0
舌尖上的梨窝,#萌兰宝宝0704四岁生日快乐# 反正不会中，重在参与嘛。 第一次知道宝宝的时候，我还没有入坑，说实话，以前看过很多熊猫视频，居然都是宝宝的。 入坑之后，觉得萌宝宝就是治愈系哒。心情好我看，心情不好也看。追星都没有这么执着！ 儿砸，生日快乐！,07月01日 01:57,0,0,0
山西头条资讯榜,刚刚看到的一段话：“你特别烦的时候 先保持冷静 或者看一部开心的电影 或者喝一大杯水 不要试图跟朋友聊天 朋友是跟你分享快乐的人 而不是分享你痛苦的人 不要做一个唠唠叨叨的抱怨者 从现在起 要学会自己去化解 去承受”送给和我一样最近有点烦闷的人。 ?,07月01日 01:57,0,0,0
雕丷车峡,#宣酒6上市热销一周年# 一周年快乐！ 么么哒！@花开溢夏@抱枪儿@妍静颓,07月01日 01:57,0,0,0
九九呐__,什么时候能做到我的客户端名字啊//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,0,0
梦里有彩虹小马,#利特0701生日快乐#  哥哥要大发咯@0Oo冒泡泡O0o,07月01日 01:57,0,0,0
啵_是熊憨憨呐,我的天使特儿啊~生日快乐~超级爱你，带着哥哥们E.l.f陪你们一直走下去#朴正洙0701生日快乐#,07月01日 01:57,0,0,0
虎哆,生日快乐，两位老哥#微博贴纸# ?,07月01日 01:57,0,3,11
潘潘丨潘小小潘,#宣酒6上市热销一周年# 祝小宣宣生日快乐！销量长红@秋日荼空@林夏颜的@好一个吴亦凡,07月01日 01:57,0,0,0
车厘子大嘴,哈哈哈哈哈哈,07月01日 01:57,0,0,0
你很美可是我得回家YL,快乐能产生健康，提高标准，促进计划，消减厌倦，加强记忆，兴奋志趣，发扬动力，使工作者获得成功。 ?,07月01日 01:57,0,0,0
桃子快长大,10年20年30年  cookies陪你一起！//@R1SE-姚琛:R1SE ? ? ? ? ? ?    入住新家快乐～  10年 20年 30年……R1SE?Family  ? Together Forever ?  ? ? ?,07月01日 01:57,0,0,1
再来一口吧要不,请好好努力备研，一次上岸！//@小羊爱吃酱肘子:想要我爱的朋友们都好好的！//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,0,0
I局外人U,我期待着一个好消息的降临 把我从这潭不知名的苦水中捞出来 无论是一个突如其来的开始也好 一个盼念着的结果也好 我相信一定会有点什么东西给我带来快乐 我坚守着这样的希望 日复一日蹉跎。—— ?,07月01日 01:57,0,1,0
情感大视野,【学会做一个聪明的金牛座】1、学会冷血，只对对我好的人好 2、学会绝情，该滚的就滚，该留的就留 3、学会残忍，该放手就放手 4、学会比以前快乐，要微笑着面对痛苦 5、学会孤独，没有谁会把你当宝护着，世界总是孤单的 6、学会视而不见，恶心的东西选择忽视，厌恶的东西选择屏蔽。 ?,07月01日 01:57,0,0,0
Amblin_Yao,迟到的生日快乐,07月01日 01:57,0,2,2
澳洲制造AusMade,人生是否快乐，关键看你是否知足。俗话说欲壑难填，人的欲望是无止境的，一种欲望满足了还会有更多的欲望滋生，若欲望太多太高，则永远得不到满足和快乐。在各种满足不了的欲望面前，我们需要换一个角度去理解。要始终保持一颗平常心，看淡他人升迁；要耐得住寂寞，抗得住清贫。O网页链接 ?,07月01日 01:57,0,0,0
我不熬夜了Z,张洢豪 #张洢豪0701生日快乐# 今天刚好是3⑦①天，完美的数字，祝你0701生日快乐呀@张洢豪 @张洢豪 @张洢豪 ?,07月01日 01:57,0,1,5
L1-alone,宝贝，上半年已结束，无论发生过什么事情，无论开心或难过，下半年我们肯定都会是开心快乐的，下半年我一定不会让你失望，不会让你难过和伤心。我爱你?? 2武汉·鹏程花园 ?,07月01日 01:57,0,0,0
打野的高哈哈,每天看上去都很快乐 ?,07月01日 01:57,0,0,0
用户5527183723,祝奥特之母和泰罗·奥特曼生日快乐?? ?,07月01日 01:57,0,0,0
Tung今天去图书馆了吗,我反射弧很长 可这真的已经是2019年了吗//@小羊爱吃酱肘子:想要我爱的朋友们都好好的！//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,1,0
郭_晟垲,慢热小孩?  #0713王子异生日快乐#  wzy 王子异 wzy wze 呕7 偶7 呕七 偶七 o7 ISEE 喜姐 小喜 爱喜 王 子 异 正能量偶像王子异 王子异空降花路 0713王子异生日快乐 王子异怪你过分美丽 王子异喜欢你我也是@王子异 ?,07月01日 01:57,0,20,1
我爱生活生活爱我yeah,生日快乐,07月01日 01:57,0,0,0
Dawn_withJS,清醒一点！！//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,0,0
根本不想说话,肉肉掉光！//@小羊爱吃酱肘子:想要我爱的朋友们都好好的！//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,0,1
苡婕_,所有经历都是财富点到为止的主动恰到好处的距离适可而止的悲伤并不是一直提起过去就是回望过去停步不前而是那是我的人生我的经历我的一部分我最想去留住的那份时光有顾虑  注定过得不快乐删除键   确实是最幼稚的按钮真正洒脱的人生  拿的起放的下余生的我一定很幸福 ?,07月01日 01:57,0,0,2
黑白冷羽,//@缘来是大璐璐:生日快乐,07月01日 01:57,0,0,0
zGbSE-交战国mwd,如果我们有着快乐的思想，我们就会快乐；如果我们有着凄惨的思想，我们就会凄惨。 ?,07月01日 01:57,0,0,0
Hell3rGoh螺,森日快乐呀大帅哥,07月01日 01:57,0,0,1
老吊呦,#世界滑板日##滑在福建# 这天是真的热感谢811? 记录小白滑手亲眼见证各路大神认识新板友(其实killer爱住了)快乐?  2泉州 ?,07月01日 01:57,0,0,5
明处除扫卧,翟潇闻，快乐的方式有很多，最直接的，就是见到你 不好意思了，一不小心把所有的喜欢都砸到你身上了? @R1SE-翟潇闻 //@R1SE-翟潇闻:R1SE 那? 吧,07月01日 01:57,0,0,0
用户5a6igx467j,鹿晗#鹿晗0420生日快乐##鹿晗上海堡垒#早安，鹿饭【早安打卡】————————每日签到————————★鹿晗超级话题签到： O鹿晗吧_百度贴吧（请手动签到，切勿一键签到）————————每日投票————————...全文： O网页链接 ?,07月01日 01:57,0,0,0
EliAuk0,年年平安岁岁有我生日快乐?  ?,07月01日 01:57,0,0,3
源哥的应援色3,//@源哥的应援色:王源//@隋玉的欧欧兔呀:#源代码9中队# //@源代码_SourceCode:#王源滚烫的青春# 毕业快乐！努力成为更好的大#王源代言肯德基# @TFBOYS-王源 //@肯德基:有些过程，经历过了就变成大人；有些记忆，只要欢聚就能瞬间被唤起。,07月01日 01:57,0,0,0
追星女孩丧心病狂的日常,Yeah!太棒了//@梨寒:六月真的是快乐和伤痛并行，我们失去小北迎来李必，在街舞的乱剪里秃头，在十二的争气里笑开花，希望七月请对崽崽好一些。晚安。,07月01日 01:57,0,0,0
Mogummy_,你一定要快乐 ?,07月01日 01:57,0,4,0
今天也是爱赵磊的一个小号,生日快乐呀,07月01日 01:57,0,0,1
宋宋宋小琦_,#宣酒6上市热销一周年# 恭喜小宣，生日快乐，祝福小宣越来越好越来越火。@花落云忧@奇爷驾到@紫水晶中夹着粉,07月01日 01:57,0,0,0
你霸气的bdjj,生日快乐，本哥,07月01日 01:57,0,0,0
男红娘,#男红娘#人生的风景，多姿多彩。做人要有一颗平常心，我们辛辛苦苦来到这个世界上，快乐，是纯粹自然的产物，尽管世事繁杂，心依然，情怀依然；尽管颠簸流离，脚步依然，追求依然；尽管岁月沧桑，世界依然，生命依然。 ?,07月01日 01:57,1,1,1
zheeeewen,哈哈哈哈哈哈哈哈 zyl一个讲相声的 还没他粉丝搞笑//@猕猴桃好可爱一水果_:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈今日快乐源泉，暑假开始了，没事干就多学习，毕竟要努力别小学四年级就肄业了//@姜熙健的男朋友:建议第一步去精神病院把妄想症治好,07月01日 01:57,0,0,1
汪陈同学,大家粽子节快乐哈?  ～醉人。 ?,07月01日 01:57,0,0,0
啊喵爱吃水蜜桃,暴富暴瘦要快乐//@回忆专用小马甲 :想要快乐? ? //@花泽美美 :好好赚钱！别想有的没的? //@M大王叫我来巡山 :想要的都拥有，得不到的都释怀//@苍南派 :快乐工作快乐生活//@雨玲玲zjl :愿自己的努力不负自己的期望//@ali_thin :求你减肥//@Tiger公子 :别再生病了,07月01日 01:57,0,0,0
哆啦a梦的梦想小屋,帮助别人快乐自己[呵呵],07月01日 01:57,0,0,0
董略略略,哈哈哈哈哈哈//@赢了就这个造型赢了:哈哈哈哈哈太可爱啦//@莫染今天改名了_:接下来一周甚至更久我要看这个姐姐的微博收获快乐啦,07月01日 01:57,0,0,0
艾丽宝贝儿,要开心//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,0,0
TheLoverTop,别熬夜了//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:57,0,0,0
南曦是我,我勇哥生日快乐 ?,07月01日 01:57,0,0,2
源哥的应援色3,//@源哥的应援色:王源//@隋玉的欧欧兔呀:#源代码9中队# //@源代码_SourceCode:#王源滚烫的青春# 毕业快乐！努力成为更好的大人@TFBOYS-王源 //@源代码_SourceCode:@肯德基:有些过程，经历过了就变成大人；有些记忆，只要欢聚就能瞬间被唤起。,07月01日 01:57,0,0,0
·望月夏芽·,生日快乐,07月01日 01:57,0,0,0
啾咪苏,总结一下六月份.........................好吧其实也不知道说什么反正一点都不快乐就是啦水逆快点退散吧下半年让我幸运点叭?  2漳州 ?,07月01日 01:57,0,0,9
用户57o201282324,小南生日快乐,07月01日 01:57,0,0,0
sunny8065_655_145,#百事纯净水将改用铝罐#朴灿烈边伯贤[SMTOWN]18.09.24推特更新灿烈伯贤相关中秋节快乐42秒处 ?,07月01日 01:57,0,0,0
辣味儿的卤蛋,我好困，我知道好多消息没回室友说她走了太多负面的东西不想去想我抱着今朝有酒今朝醉的态度希望明天还可以快乐一天好复杂呀记忆最深刻的还是十二点小镇熄灯的那一刻走在路上所以明天晚上能拍到星星吗 2神农架林区·神农架大九湖国家湿地公园 ?,07月01日 01:57,0,0,4
老李老Le,【电视剧演员资讯】【易烊千玺辣条】#快乐大本营#宣传小能手易烊千玺来了，还拿上了他的最爱大辣条，好接地气！L快乐大本营9e2m7的秒拍视频 ?,07月01日 01:57,0,0,0
macroqz_517,【再见！陪伴三年的种植园】日前，浣东双桥中心幼儿园大班的孩子们毕业，在离开之前，大班孩子带着小班的弟妹来到种植园地，介绍种植园里长高了的向日葵、即将成熟的玉米、毛豆……分享种植园的许多惊喜和快乐，并希望小班的弟妹们一定要继续打理好种植园地，从中体验劳动和收获的快乐。（周建儿） ?  展开全文c,07月01日 01:57,0,0,0
vLillianAnny,快乐金门2日游? 等我的Vlog? ????,07月01日 01:57,0,0,0
侯主中洪,舞台上的灯光?，话筒发出的声音? ，你存在过的痕迹? ，都是我们相爱汇聚的能量和证据。YC姚琛&Cookies，今晚我们相爱，过了今晚我们会更爱对方,07月01日 01:57,0,0,0
得得木一,#李泰容0701生日快乐#,07月01日 01:57,0,0,2
源哥的应援色3,//@源哥的应援色:王源//@隋玉的欧欧兔呀:#源代码9中队# //@源代码_SourceCode:#王源滚烫的青春# 毕业快乐！努力成为更好的大人@TFBOYS-王源 //@源代码_SourceCode:王源#王源代言肯德基# 些过程，经历过了就变成大人；有些记忆，只要欢聚就能瞬间被唤起。,07月01日 01:57,0,0,0
余枣枣-,六月还是坚持做喜欢的自己一贯的坦荡和毫不在乎  称不上有什么顾虑和烦恼  轻松  自由  快乐七月愿望：愿六月许的愿  一切如愿诸事顺遂当然今天特别希望家人朋友 朋友的家人 身边所有的人 平安 喜乐 ?,07月01日 01:57,0,0,6
EGG刘昕妍,时间真快下半年我们继续,07月01日 01:57,0,0,0
蚂蚱腿子dioica,七月啦 要快乐 ?,07月01日 01:57,0,0,1
土豆这么可爱你怎么可以吃,2019.7.17月辣！！！回家那天吃了好多为拔牙做准备结果一点感觉都没有，于是去临安又快乐进食又暴食t啦怎么没有给7月开一个好头和家人在一起真的好快乐啊！今天还在想说留学这条路既后悔又不后悔，后悔要离开爸妈，但又感恩让我慢慢了解自己，比如我最看重的就是家人在一起！所以 ?  展开全文c,07月01日 01:57,0,0,0
Zunnnnlier,了却了前半年几件重要的事情。深夜黄昏，自此闭关。祝你今日好，愿你往后安。生日快乐。 ?,07月01日 01:57,0,2,1
iYooYi小千春,#王晨艺孤影游戏直播#等待着下课，等待着放学，等待的童年。童年的歌谣依旧，只是我们已经长大。何不抛下生活的重负，重温儿时的快乐。 ?,07月01日 01:57,0,0,0
養貓記事簿,有时候会想着 其实 这样也可以了吧 哪怕没有那么 广义上的 所谓的 那个什么 你快乐就好了吧但是这样你怎么会快乐 我知道的 其实你想要的还有更多 你都会有的 宝贝 一切美好都是你的 你要坚持 已经这么久了 一定别放弃 ?,07月01日 01:57,0,0,0
时暮皆为卿,易烊千玺七月滴所有好运所有快乐都给你@TFBOYS-易烊千玺 ?,07月01日 01:57,0,0,0
夏月婵歌_368,夏目友人帐#宝宝的少女心# 温柔的夏目生日快乐,07月01日 01:57,0,0,3
妮酱妮妮酱,晚安崽崽@UNINE_李汶翰 #李汶翰 0722生日快乐#,07月01日 01:56,0,0,0
空中飞舞的Jacky,七月要快乐，嘎也是//@资深观众韩梅梅:元气满满迎接七月//@明暗__枫 :七月一定要拿到高中录取通知书啊? ? ?,07月01日 01:57,0,0,0
情定互联网,祝我们绒绒生日快乐,07月01日 01:56,10,0,0
窑皖熙,每天都要有一颗开心快乐的心情?  ?,07月01日 01:56,0,0,2
皓月呐呐,一岁生日快乐? ！！！昨天就给你说了，好好珍惜你零岁的最后一天哟，从今天开始是个大姑娘了，可以当妈妈了，可以谈恋爱了，今天你是寿星，等我考完试，带你出去耍呐。一八年十月底你成为我的私有，陪我度过所有沉沦的岁月，想过没有你，会更加自由，生活质量也会好一些，也觉得你可丑可丑了，但是， ?  展开全文c,07月01日 01:56,0,2,5
崇拜虚假思索,快快乐乐每一天,07月01日 01:56,0,0,0
18级艺科四班,七月快乐太久没发微博了敷衍一下 2成都 ?,07月01日 01:56,0,0,1
Mxxxxx777,我们在路口选择了不同的方向 . 至此以后再也不会见.  那些疯狂的 可笑的 快乐的 匆忙的日子回忆起来都带滤镜 .人们在十七八岁的时候到底在想什么忙什么 . 如果知道自己在二十五岁的时候过着这样循规蹈矩的生活会怎么想 .一代人终将老去 但总有人正在年轻（刺猬牛逼） ?,07月01日 01:56,1,1,3
幽然思怀思永,南南生日快乐，翟潇闻你也要听话哦，麻麻爱你@R1SE-翟潇闻,07月01日 01:56,0,0,0
BuuuuuT___,我一直在追寻快乐# ?,07月01日 01:56,0,0,1
我是吃的很饱,七月快乐,07月01日 01:56,0,0,1
发妹儿33,30岁再买18岁喜欢的东西已经毫无意义 很多事情没有来日方长 我要现在就快乐 ??? 2杭州·北干 ?,07月01日 01:56,0,0,2
人间小萝贝,不想再失眠了！从这一刻开始！！！//@小羊爱吃酱肘子:想要我爱的朋友们都好好的！//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:56,0,0,1
丁玉洁summer,旧的不快乐的毫无意义的问题统统丢掉，不好的记忆删除。太阳升起就是全新的一天。新的发光的丁丁说每天都要开心鸭 ?,07月01日 01:56,0,0,0
GraceGuo--,学会比以前快乐，对某些人；1；简直就是浪费感情。满腔。 ?,07月01日 01:56,0,0,0
手机用户3301402805,#宣酒6上市热销一周年# 生日快乐@我是一阵飞鱼@唯爱允西卡@嘴角扯出微笑,07月01日 01:56,0,0,0
用户杏仁陶,向好是人的本性，没有人愿意折腾。如果想靠折腾去赢得发展我认为是不可能的。这是我在贸易战中看好中国看哀美国的根本原因。本周末好消息不断，股市会迎来强劲反弹。而且，我认为会持续一段时间。对于从6月10日满仓，坚定看多者来说，现在就是享受乘轿的快乐时光，至于涨多涨少什么个股能涨，我没有办 ?  展开全文c,07月01日 01:56,0,0,2
譚迟迟,只要我想得足够少 快乐就会追着我跑 ?,07月01日 01:56,0,0,3
孟祥洋Y,因为你想的太多了、总是有那么多事放不下、听到歌子里的歌词和你心中所想的相似所以总会不知不觉的、流泪、#为什么你接触到音乐会很想哭# 好的音乐就是感情的载体，快乐的  忧伤的，都是感情的自然流露，一首好歌，不仅歌词和旋律要好，重要的是它能唱出社会百态，就像中国的古诗一样，意在词之外， ?  展开全文c,07月01日 01:56,0,0,0
这个孩子有点怂,剪了个小学生头，姐妹生日快乐！@只约学习局 今天大家都野@Aaaa阿珂姐姐 @艺涵YA @太太太太太太嗨 就思思乖@五月孤岛 ?,07月01日 01:56,0,3,1
EastHY_1216,利特 #朴正洙0701生日快乐#   ? HAPPYLEETEUKDAY ? 生日快乐 我们永远的队长哥哥  感谢你带着suju走到了今天 感谢你的爱与包容 善良与柔软  你说 直到宝蓝海覆盖全世界 suju将不会停止前进的步伐 我相信你 我们相信你  所以啊 未来也一起走吧 长长久久地  亲爱的朴正洙 生日快乐 ?,07月01日 01:56,0,0,1
幸福的宋小爽,毕业快乐?  2上海·上海大学 ?,07月01日 01:56,0,0,8
我爱你一隆,?姚琛来了你努力，我努力，我们一起创业绩? ；你跳舞，我舔屏，我们一起彩虹屁? ? ?♀?；你打碟，我尖叫，我们一起超顺//@R1SE-姚琛:R1SE ? ? ? ? ? ?    入住新家快乐～  10年 20年 30年……R1SE?Family  ? Together Forever ?  ? ? ?,07月01日 01:56,0,0,0
宙仁时超,#王晨艺孤影游戏直播#人生因朋友而酣畅；人生因事业而从容；人生因成就而自豪；人生因家庭而温馨；人生因被爱而幸福；人生因希望而奋发；人生因健康而快乐；人生因贫穷而奋斗； ?,07月01日 01:56,0,0,0
桃子先生幼稚鬼,夏目大人//@治愈系-夏目友人帐:#0701夏目贵志生日快乐# 要一直开心呐//@小顾同学今天背日语了吗: 喜欢夏目的第六年 温暖如初 夏目生日快乐 #0701夏目贵志生日快乐#,07月01日 01:56,0,0,0
陈伯如,林宥嘉my  yoga生日快乐长生不老Yeah！ ?,07月01日 01:56,0,1,4
S__seven琴,开心的工作，开心的生活，别太为难自己//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:56,0,0,1
ISEE胡萝卜,#0713王子异生日快乐# 我也是舍不得舞台相关的你啊 不管怎么样就是一起@王子异,07月01日 01:56,0,1,0
不要管了啊,想轻轻松松简简单单快快乐乐都这么难吗，我的痛苦是真实的，但是痛苦的根本是因为庸人自扰未雨绸缪吗，我是不是不应该搞得这么丧啊，可是我又真的好烦啊，就让自己好好烦一会儿都不行吗，我是不是有病啊。 ?,07月01日 01:56,0,0,0
南粤国土著Anna,快乐//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:56,0,0,0
泰味蜜萝柚,#李泰容0701生日快乐# //@无糖新文化:#李泰容0701生日快乐#//@碳酸洗發水:#李泰容0701生日快乐# //@Sorceress小樱:#李泰容0701生日快乐# //@1995·07·01:转发此条微博，带#李泰容0701生日快乐# ，抽俩个人每人打71元，再抽1人送个小蛋糕，200元以内，可自己选择,07月01日 01:56,0,0,1
Alienation_TaDa·,我得睡了!头真的要秃了明天我的快乐要来辽2333GN! ?,07月01日 01:56,0,0,0
敷衍的yan鯽,父亲节快乐,07月01日 01:56,0,0,0
小卷顿,！！！！！！！安安生日快乐?   和具大人和新西游和姜食堂都要长长久久哦,07月01日 01:56,0,0,1
Ngah7,#朴正洙0701生日快乐#@Sj-special1004 Happy birthday teuk oppa ? ? ? ? ? O网页链接 ?,07月01日 01:56,0,0,2
躲起来看妹妹,我终于换了一个新的快乐小天地了！从此躲起来看妹妹！不要再打扰我了！只想花花世界静守己mei这样！?? ?,07月01日 01:56,0,0,0
圣凌皇太子,生日快乐！领样！//@大野十三:转发微博,07月01日 01:56,1,0,0
攒钱为岳岳买球队,//@岳岳PINKRAY应援联盟:喜迎7月生日快乐月！转发本条微博并关注@岳岳PINKRAY应援联盟 ，7.11当天抽一位姑娘送本次活动全套周边（3套set全部哦）。@微博抽奖平台 。,07月01日 01:56,0,0,0
山树有相逢,爱慕值 owhat记录全部hyq或者删了 以后的每一笔也都可能会进行hyq设置 橘子数据撕逼没一手抓的莫比比 没人能阻止我快乐追星 ?,07月01日 01:56,0,4,1
用户7132325382,我的慈父您辛苦了！感谢人生旅途中一路上有你！有一种责任感来自男人，有一种承担叫父亲，有一种无言是父爱，人生沧桑、生活重担、责任重担。时间带走曾经的青春，岁月抹灭了曾经的容颜，但父爱却像座山一样始终屹立不倒.同时献给天下所有父亲节日快乐！ ?,07月01日 01:56,0,0,0
與爾同遊-,小兮小可爱生日快乐哦！！！！！！天天开心万事如意平安快乐@啵啵今天穿秋裤了吗 ?,07月01日 01:56,1,1,1
一颗biubiu橙,好好吃饭好好睡觉好好学习一直开心//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:56,1,0,1
红烧牛肉干脆面,别再为渣男流泪吧//@回忆专用小马甲:想要快乐? ? //@花泽美美:好好赚钱！别想有的没的? //@M大王叫我来巡山:想要的都拥有，得不到的都释怀//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:56,0,0,0
Lemontree啊哈,希望自己能永保初心，亲爱的你，生日快乐！今年生日有2大愿望，1是希望你能是不是得给我们的婚姻加点婚姻保鲜剂，2是希望今年体重能降到2位数！祝我自己梦想成真? ? ?  ?,07月01日 01:56,0,0,2
历历如惠,今天是党的生日，祝党生日快乐 ?,07月01日 01:56,0,0,1
CANNOT-HOLD-BACK,#0701夏目贵志生日快乐# 亲爱的夏目，我温柔的少年，愿世间所有美好都属于你，生日快乐,07月01日 01:56,0,0,0
一派秋声_,惹，不知不觉半年过去了我好像还是啥都没做五月开始追星搞创，真滴很快乐了再有一周就放假了，回家前第一次去博物馆值班，有点紧张因为讲解词忘得差不多了去一趟北京，去一趟上海，不知道有没有时间去江西（也可能因为没? ）真好呀 ?,07月01日 01:56,0,0,0
废话整合中心,希望你开心顺利有个甜甜的恋爱呀//@展台手册:要开心一点呀//@夏目家的小诗哥:家人健康平安 自己顺顺利利//@苍南派:快乐工作快乐生活//@雨玲玲zjl:愿自己的努力不负自己的期望//@ali_thin:求你减肥//@Tiger公子:别再生病了,07月01日 01:56,0,0,0
可乐炸鸡来七份,哇这么快就过去半年了上半年也是不快乐比快乐要多但是还是做了一些想做的事，比如说打耳骨钉、旅游、学滑板、学做想吃的菜。答应自己要坚持的手帐也有断断续续地做。答应自己要学的韩语和自考也有一点一点地在学。今年上半年的状态比去年还要差哈哈哈都不知道要怎么调节过来了。希望下半年能睡多几 ?  展开全文c,07月01日 01:56,0,0,0
